x	y	objectid	rowid_	holiday	violation_code	violation_description	location	rp_plate_state	body_style	address_id	streetsegid	xcoord	ycoord	filename	ticket_issue_datetime
-77.0318015796	38.9360250597	8444367	12980350	False	P055	NO PARKING ANYTIME	1400 PERRY PL NW	MD	4D	807659	6572.0	397243	140904	Parking_Violations_in_November_2012.csv	2012-11-03T16:30:00.000Z
-77.01214561729999	38.9243359683	516104	11705553	False	P170	FAILURE TO DISPLAY CURRENT TAGS	2800 BLOCK 1ST ST NW WEST SIDE	VA	VA	813457	11579.0	398947	139606	Parking_Violations_in_July_2010.csv	2010-07-07T10:30:00.000Z
-77.041954064	38.9011506084	3770701	9362062	False	P039	PARK AT EXPIRED METER	1800 EYE ST NW BLOCK NORTH SIDE	MD		240966	12795.0	396361	137033	Parking_Violations_in_January_2013.csv	2013-01-26T16:31:00.000Z
-76.9730376945	38.930873526599996	11837612	4138097	False	P031	UNAUTHORIZED VEHICLE IN LOADING ZONE	2312 FRONT RHODE ISLAND AV NE NORTH	MD	UT	286833	5130.0	402338	140332	Parking_Violations_in_July_2012.csv	2012-07-09T10:58:00.000Z
-77.04260577939999	38.8921059723	11079037	11031402	False	P007	PARK IN A BUS ZONE	1900 CONSTITUTION AV NW	VA	4D	807019	6016.0	396304	136029	Parking_Violations_in_September_2010.csv	2010-09-05T16:34:00.000Z
-77.0212341208	38.928316346399995	7523482	2893882	False	P173	NO PARKING STREET CLEANING	600 BLOCK COLUMBIA RD NW SOUTH SIDE	MD	4D	811591	9951.0	398159	140048	Parking_Violations_in_June_2013.csv	2013-06-03T08:01:00.000Z
-77.0307933666	38.8983164496	2049031	4846976	False	P307	PARK IN RESERVED SPACE FOR MOTORCYCLES ONLY	1400 BLOCK G ST NW SOUTH SIDE	VA	2D	810322	8841.0	397329	136718	Parking_Violations_in_April_2012.csv	2012-04-26T16:38:00.000Z
-76.99557601799998	38.8909425708	11563433	4842294	False	P076		800 BLOCK A ST NE NORTH SIDE	FL	2D	807507	6440.0	400384	135899	Parking_Violations_in_April_2012.csv	2012-04-09T00:58:00.000Z
-76.9890753304	38.888401781599995	6586019	4692027	False	P014	EMERGENCY NO PARKING	100 BLOCK KENTUCKY AV SE EAST SIDE	DC	UT	814398	12407.0	400948	135617	Parking_Violations_in_April_2012.csv	2012-04-25T11:14:00.000Z
-77.06906415359998	38.908236310599996	8304219	8386809	False	P076		1500 BLOCK 35TH ST NW EAST SIDE	VA	4D	812816	11016.0	394010	137821	Parking_Violations_in_April_2010.csv	2010-04-26T04:17:00.000Z
